,lettr,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybr,xy2br,xege,xegvy,yege,yegvx,label
11845,H,2,3,4,1,2,5,8,3,5,10,9,9,3,8,2,6,1
11846,Z,4,7,5,5,5,8,8,2,7,7,6,8,0,9,9,9,0
11847,X,7,11,8,6,4,8,8,2,8,11,6,7,4,12,4,8,0
11848,B,5,9,8,7,7,10,6,3,6,10,4,6,2,8,5,10,1
11849,S,4,10,5,8,5,7,6,8,6,7,8,10,2,10,8,7,0
11850,A,4,9,5,6,5,7,6,7,4,7,6,9,2,8,8,4,1
11851,P,1,0,1,0,0,5,10,6,1,9,6,5,1,9,2,8,0
11852,O,5,11,6,8,9,9,9,6,2,6,7,9,12,12,6,7,0
11853,Q,2,1,2,1,1,8,7,6,4,6,6,8,2,8,3,8,0
11854,P,1,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,0
11855,R,4,7,6,5,4,10,7,3,6,11,2,6,3,7,4,10,0
11856,J,4,8,3,11,3,8,8,3,3,12,5,5,3,8,6,10,1
11857,W,3,6,5,4,5,8,9,5,4,5,9,9,5,8,2,7,0
11858,T,6,8,7,6,4,7,10,1,8,11,9,5,2,10,4,4,0
11859,E,4,5,5,5,5,7,9,5,5,7,8,11,5,9,7,9,1
11860,Z,4,9,4,7,4,7,8,3,12,8,6,8,0,8,7,7,0
11861,G,4,5,6,4,5,7,8,5,3,7,7,8,7,11,7,8,1
11862,I,4,5,5,6,4,8,9,5,5,7,6,8,3,8,9,8,1
11863,W,10,13,10,8,5,5,9,2,2,7,10,7,9,12,1,6,0
11864,D,7,13,7,7,4,10,4,3,6,10,2,7,5,7,4,12,1
11865,M,3,3,5,2,3,7,6,3,4,9,7,9,7,5,1,8,1
11866,B,3,6,4,4,4,8,7,4,5,9,5,6,2,8,5,9,1
11867,V,3,4,4,3,1,4,12,2,3,9,11,7,2,10,1,7,0
11868,H,4,7,5,5,5,7,7,5,6,7,6,10,6,8,3,8,1
11869,L,2,4,4,3,2,6,4,1,8,8,2,11,0,7,2,8,1
11870,X,2,3,3,1,1,9,6,2,7,10,4,8,2,8,3,9,0
11871,R,6,8,8,6,7,9,8,3,7,9,3,8,4,5,4,11,0
11872,M,2,3,3,2,2,7,6,6,3,7,7,8,5,5,1,8,1
11873,I,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1
11874,T,5,8,6,7,6,6,9,5,7,8,8,8,4,13,9,6,0
11875,N,5,8,7,6,5,7,6,10,5,6,4,5,4,7,4,9,0
11876,A,4,5,6,4,4,8,8,3,4,6,7,7,5,8,4,5,1
11877,Q,6,9,5,4,3,11,3,4,5,11,3,10,3,8,5,13,0
11878,D,4,11,5,8,3,6,7,11,9,7,6,6,3,8,4,8,1
11879,A,3,10,5,8,4,12,3,2,2,9,2,8,2,6,2,8,1
11880,B,1,0,1,1,1,7,7,7,4,6,6,7,1,8,6,9,1
11881,U,5,5,6,3,3,4,8,5,8,10,9,9,3,9,2,6,0
11882,M,5,8,5,6,3,7,7,12,2,7,9,8,8,6,0,8,1
11883,R,2,4,4,3,2,9,7,3,5,10,4,7,2,7,3,10,0
11884,S,3,1,3,3,2,8,7,7,5,7,6,8,2,10,9,8,0
11885,P,5,7,7,5,4,6,11,7,2,11,5,3,1,10,3,8,0
11886,G,7,13,6,7,4,10,6,5,6,11,4,8,5,7,5,9,1
11887,F,5,8,7,6,7,7,8,6,4,8,6,8,4,10,8,11,1
11888,F,7,11,6,6,3,7,8,2,8,11,6,6,2,10,5,6,1
11889,K,9,13,8,7,4,7,7,3,7,9,9,9,6,11,3,7,1
11890,W,5,7,5,5,5,6,10,4,2,9,7,7,6,11,2,6,0
11891,P,4,9,5,6,2,4,12,9,2,10,6,4,1,10,4,8,0
11892,I,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,1
11893,V,6,8,6,6,2,3,12,5,4,12,12,7,3,10,1,8,0
11894,E,6,10,9,8,6,6,8,4,9,11,9,9,2,9,5,6,1
11895,W,4,4,6,3,3,7,11,3,2,6,9,8,8,11,1,8,0
11896,F,1,0,1,0,0,3,11,4,2,11,8,6,0,8,2,8,1
11897,U,9,15,7,8,4,8,6,4,6,3,9,5,6,6,2,6,0
11898,X,3,3,5,2,2,9,7,2,8,11,4,7,2,7,3,8,0
11899,Q,4,9,5,11,5,9,8,8,2,4,7,11,4,9,6,9,0
11900,I,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1
11901,P,4,5,4,7,2,4,12,9,2,10,6,4,1,10,4,8,0
11902,R,9,11,7,6,4,8,7,5,5,10,4,9,6,5,6,11,0
11903,I,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,1
11904,P,2,1,3,2,2,6,9,5,5,9,7,4,1,9,4,7,0
11905,G,4,6,5,4,6,8,6,4,2,6,6,9,6,8,6,11,1
11906,Z,8,14,8,8,5,11,4,5,8,12,3,10,4,4,8,12,0
11907,K,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,10,1
11908,C,6,12,4,6,2,7,7,7,6,11,6,8,2,9,5,9,1
11909,I,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,1
11910,S,5,8,6,6,3,9,6,4,8,11,4,8,2,8,5,11,0
11911,W,7,11,10,8,15,10,5,5,2,7,6,7,12,10,3,4,0
11912,K,2,6,4,4,4,7,7,3,5,6,5,8,3,8,3,9,1
11913,R,3,5,5,4,3,9,7,4,5,9,4,7,3,7,4,10,0
11914,K,4,7,5,5,5,5,6,4,6,6,6,11,3,8,5,10,1
11915,C,6,10,7,8,3,4,9,6,8,12,10,11,2,9,3,6,1
11916,B,2,5,4,4,3,8,7,3,5,10,5,6,2,8,4,9,1
11917,U,9,11,10,8,7,5,7,5,9,9,6,9,8,9,6,1,0
11918,P,4,6,6,9,9,7,8,6,0,8,6,7,6,10,6,11,0
11919,Y,3,4,4,3,1,4,11,2,7,11,10,5,1,11,2,5,0
11920,H,3,4,5,6,4,7,4,5,2,6,4,6,4,6,7,7,1
11921,Z,3,10,4,8,4,7,8,3,12,9,6,8,0,8,7,7,0
11922,K,5,8,5,6,2,4,7,8,1,7,6,12,4,8,3,11,1
11923,U,5,10,8,7,10,9,7,4,4,6,7,8,8,8,6,7,0
11924,Z,3,7,5,5,4,8,8,3,7,7,6,8,1,8,10,9,0
11925,J,0,0,1,0,0,11,4,5,3,12,4,10,0,7,0,8,1
11926,J,4,7,5,5,4,7,6,4,5,8,6,7,5,6,4,6,1
11927,K,5,11,6,8,3,4,8,9,2,7,4,11,4,8,2,11,1
11928,Y,3,4,4,2,2,4,11,2,7,11,10,5,1,10,2,4,0
11929,L,4,7,5,5,3,7,4,2,8,7,2,8,1,6,3,8,1
11930,N,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,0
11931,M,3,2,5,3,3,7,6,6,5,6,7,7,8,6,2,7,1
11932,H,5,7,7,9,6,10,10,3,2,7,7,8,3,10,8,9,1
11933,L,4,9,4,7,2,0,2,4,6,1,0,7,0,8,0,8,1
11934,W,4,8,6,6,3,8,8,4,1,7,8,8,8,9,0,8,0
11935,W,5,10,8,8,13,9,5,5,2,7,6,8,11,10,4,8,0
11936,G,4,9,3,4,2,8,6,5,2,9,6,8,3,10,7,7,1
11937,R,4,7,5,5,5,8,6,7,3,7,5,7,4,6,6,9,0
11938,W,3,1,5,3,3,7,11,2,2,7,9,8,7,11,0,8,0
11939,Q,5,10,7,8,6,8,4,8,5,6,4,8,3,8,3,8,0
11940,D,5,11,7,8,6,6,7,8,7,5,4,5,3,9,4,9,1
11941,H,5,11,6,8,6,6,7,7,6,7,6,11,3,8,3,9,1
11942,F,3,8,4,6,4,6,9,3,6,10,9,5,2,10,3,6,1
11943,V,4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8,0
11944,O,6,11,4,6,3,6,7,6,3,9,7,9,5,10,5,8,0
11945,C,2,4,3,3,1,6,8,7,7,9,8,13,1,10,4,10,1
11946,F,4,10,6,8,6,4,10,3,5,10,10,6,2,10,3,6,1
11947,C,1,3,2,1,1,6,8,6,6,8,7,13,1,9,3,10,1
11948,V,4,7,4,5,2,3,12,4,3,11,11,7,3,10,1,7,0
11949,U,7,9,7,6,4,5,7,7,9,8,7,9,5,11,5,2,0
11950,V,3,8,5,6,3,5,11,3,4,8,12,9,2,10,1,8,0
11951,Y,3,7,5,5,2,10,11,2,2,5,12,8,1,11,0,8,0
11952,X,1,0,1,0,0,7,7,3,4,7,6,8,2,8,4,8,0
11953,F,6,9,8,6,5,10,8,2,6,13,4,5,3,9,3,9,1
11954,N,2,4,3,3,2,7,8,5,4,7,6,6,5,9,2,6,0
11955,R,4,9,5,6,4,10,6,4,5,10,3,7,3,7,4,11,0
11956,B,3,6,5,4,4,8,7,6,6,7,6,5,2,8,7,10,1
11957,H,4,8,6,6,6,7,8,6,6,7,6,10,6,8,3,8,1
11958,V,3,4,5,3,1,7,12,3,3,7,11,8,2,10,1,8,0
11959,I,3,7,5,5,4,12,5,1,6,8,4,5,2,8,4,8,1
11960,J,5,8,7,10,7,8,8,4,5,7,6,8,4,6,9,8,1
11961,Q,7,11,6,6,3,8,5,4,9,10,4,9,3,6,9,9,0
11962,W,1,0,2,1,1,7,8,3,0,7,8,8,5,10,0,8,0
11963,E,4,10,4,7,4,3,8,5,9,7,6,13,0,8,7,9,1
11964,Z,3,7,5,5,4,9,11,6,4,6,5,7,2,8,6,4,0
11965,B,2,4,4,3,3,8,7,3,5,10,6,7,2,8,4,9,1
11966,G,6,10,6,7,5,5,7,6,5,9,8,11,2,9,4,9,1
11967,W,6,6,8,8,4,11,8,5,2,6,9,8,8,9,0,8,0
11968,D,6,9,8,8,9,7,7,4,7,7,5,8,4,7,7,5,1
11969,P,8,10,7,5,3,7,10,5,3,12,4,4,4,9,4,8,0
11970,Z,7,11,9,8,6,8,6,2,9,12,5,10,2,8,7,9,0
11971,R,4,8,5,6,4,10,6,3,6,10,3,7,3,7,4,11,0
11972,T,7,11,6,6,2,5,10,3,8,13,7,5,2,9,4,3,0
11973,M,5,7,7,5,4,11,6,3,5,9,2,6,8,6,2,9,1
11974,E,8,11,5,6,3,7,9,5,8,10,6,10,1,8,7,9,1
11975,F,4,6,5,8,2,0,15,5,4,13,10,5,0,8,2,5,1
11976,Y,8,7,6,11,5,9,8,5,5,4,11,6,4,11,5,7,0
11977,Y,2,2,3,3,1,7,10,1,7,7,11,8,1,11,2,8,0
11978,H,3,7,4,5,2,7,6,14,2,7,8,8,3,8,0,8,1
11979,W,4,7,6,5,5,7,11,1,2,7,8,8,6,12,1,8,0
11980,L,4,6,5,4,4,6,6,8,6,6,6,9,2,8,4,10,1
11981,I,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1
11982,G,6,9,6,7,5,6,6,6,5,9,6,12,4,8,6,7,1
11983,H,5,9,7,7,6,8,8,7,6,7,5,6,3,8,3,6,1
11984,G,3,6,4,4,4,7,7,5,2,7,6,10,4,9,7,7,1
11985,P,4,9,5,6,2,3,12,8,1,10,6,3,1,10,4,8,0
11986,I,6,11,4,6,2,9,6,6,5,13,5,9,2,8,4,9,1
11987,G,5,9,5,7,4,6,6,7,6,8,7,12,3,7,5,8,1
11988,P,5,9,5,5,3,5,12,4,2,12,6,3,2,10,5,6,0
11989,Z,3,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8,0
11990,R,4,8,6,6,5,7,8,6,6,7,5,7,3,7,5,8,0
11991,N,2,1,3,2,2,7,8,5,5,7,7,6,5,9,1,5,0
11992,J,0,0,1,1,0,12,4,5,3,12,4,10,0,7,0,8,1
11993,U,6,7,6,5,4,3,9,5,7,10,9,9,3,9,2,6,0
11994,U,4,7,5,5,3,4,8,5,7,10,9,9,3,9,2,6,0
11995,J,3,6,5,4,1,8,5,4,7,15,7,13,0,7,1,7,1
11996,H,3,4,5,3,3,7,7,3,6,10,6,8,3,8,3,8,1
11997,S,4,6,5,4,3,9,7,4,8,11,5,8,2,8,5,9,0
11998,N,4,8,6,6,5,6,7,7,6,7,5,7,3,7,3,8,0
11999,X,4,8,5,6,4,8,7,3,8,5,6,7,3,9,7,7,0
12000,Y,4,7,4,5,2,3,10,3,6,11,12,7,2,11,2,6,0
12001,C,5,9,5,7,4,4,8,5,7,11,9,14,2,9,3,7,1
12002,A,3,6,4,4,2,10,2,2,3,8,2,8,2,6,2,8,1
12003,B,5,8,7,6,6,10,6,3,6,10,4,7,4,7,5,10,1
12004,M,3,6,4,4,4,8,5,10,0,6,8,8,6,5,0,8,1
12005,V,5,11,8,8,2,6,8,5,3,8,14,8,3,9,0,8,0
12006,D,4,5,5,4,4,7,7,7,7,7,6,5,2,8,3,7,1
12007,K,4,6,6,4,6,7,6,5,4,6,6,8,6,6,7,12,1
12008,B,2,3,3,2,2,8,7,3,5,10,5,7,2,8,4,10,1
12009,Y,3,6,4,4,2,8,10,2,6,5,12,8,2,11,2,8,0
12010,A,1,3,3,2,1,11,2,3,2,10,2,9,1,6,2,8,1
12011,S,3,4,4,7,2,8,7,6,8,4,6,8,0,8,9,7,0
12012,E,4,4,4,6,3,3,8,6,12,7,5,14,0,8,7,7,1
12013,C,3,4,4,3,1,5,9,5,7,12,9,10,1,10,3,7,1
12014,D,5,5,5,8,3,5,7,11,9,7,6,5,3,8,4,8,1
12015,E,3,4,5,3,2,6,8,2,9,11,7,8,2,8,4,6,1
12016,M,2,1,2,1,1,7,7,10,0,7,8,8,6,6,0,8,1
12017,S,3,2,4,3,3,8,7,7,5,7,6,8,3,9,9,8,0
12018,Z,4,8,5,6,4,9,9,6,4,7,5,8,3,8,10,7,0
12019,O,6,11,6,8,6,7,6,7,4,10,5,10,5,7,4,7,0
12020,S,6,10,8,9,9,9,8,4,5,7,7,8,5,10,9,11,0
12021,X,5,8,7,6,3,9,6,2,8,11,2,7,3,9,4,9,0
12022,W,3,4,4,3,3,7,11,2,2,7,9,8,6,11,1,8,0
12023,V,3,8,5,6,1,5,8,4,3,8,14,8,3,9,0,8,0
12024,Y,3,7,5,5,3,7,10,1,5,5,11,9,2,11,1,8,0
12025,C,4,7,6,5,4,7,8,8,6,5,7,13,4,7,4,8,1
12026,E,3,5,5,3,2,8,7,2,8,11,5,8,2,8,5,10,1
12027,W,4,6,6,4,8,9,7,5,2,7,6,8,9,11,2,7,0
12028,A,2,5,4,3,2,7,3,1,2,6,2,8,3,5,2,8,1
12029,M,7,9,9,6,8,8,7,2,5,9,6,8,8,6,2,8,1
12030,O,2,6,3,4,2,7,8,7,5,7,7,7,3,8,3,7,0
12031,Q,3,6,4,7,4,9,7,7,3,5,6,10,3,8,6,10,0
12032,L,2,5,3,4,2,4,4,5,7,2,2,6,1,6,1,6,1
12033,F,3,5,3,3,2,6,10,4,5,10,9,5,2,10,3,6,1
12034,P,4,9,4,6,2,3,13,8,2,11,7,3,1,10,4,8,0
12035,G,4,7,6,5,4,6,6,5,5,6,6,7,3,7,4,7,1
12036,Z,7,10,9,8,6,6,9,3,9,12,8,6,3,10,7,6,0
12037,F,1,0,1,1,0,3,12,4,2,11,9,6,0,8,2,7,1
12038,O,3,4,4,3,2,7,7,7,4,9,6,8,2,8,3,8,0
12039,U,9,12,8,6,3,5,4,5,5,4,8,7,6,7,2,7,0
12040,J,3,8,5,6,3,12,4,4,5,14,2,9,0,7,0,8,1
12041,X,4,6,6,6,5,6,7,2,5,7,7,9,3,9,8,8,0
12042,V,8,11,7,8,5,2,11,2,3,10,11,8,2,10,1,8,0
12043,U,5,5,6,4,3,4,8,5,8,10,9,9,3,9,2,5,0
12044,J,1,7,2,5,1,11,3,9,3,12,6,13,1,6,0,8,1
12045,T,3,6,5,8,1,5,14,1,6,9,11,7,0,8,0,8,0
12046,S,4,11,5,8,4,7,8,8,8,8,4,6,2,6,9,8,0
12047,R,4,5,6,4,4,8,8,4,5,9,5,7,3,6,4,10,0
12048,W,2,3,4,2,2,9,11,3,2,5,9,7,6,10,0,8,0
12049,D,5,11,7,8,6,11,6,2,7,11,3,7,4,7,4,9,1
12050,Q,2,1,2,2,1,9,6,7,4,6,6,9,3,8,3,8,0
12051,N,4,5,6,4,5,8,8,5,4,8,6,7,6,9,6,3,0
12052,L,1,3,2,2,1,7,4,1,7,7,2,10,0,7,2,8,1
12053,M,5,5,6,4,4,8,6,6,5,6,7,7,10,6,4,6,1
12054,L,3,8,3,6,1,0,1,5,6,0,0,7,0,8,0,8,1
12055,C,2,5,3,3,1,5,9,5,7,12,9,11,1,10,2,7,1
12056,B,4,10,5,7,5,8,7,6,7,6,6,6,2,8,7,10,1
12057,Y,2,7,4,4,1,6,10,2,2,7,12,8,1,11,0,8,0
12058,Z,2,6,3,4,3,8,7,5,9,7,7,7,1,8,7,8,0
12059,J,2,7,2,5,1,13,2,7,5,14,2,11,0,7,0,8,1
12060,A,3,4,5,6,2,5,4,3,2,5,1,7,3,7,2,7,1
12061,Q,2,3,3,4,2,8,7,5,2,8,7,9,2,9,3,9,0
12062,B,3,4,4,6,3,6,9,9,8,7,5,7,2,8,9,10,1
12063,Q,2,2,3,3,2,7,9,4,1,7,8,10,2,9,4,8,0
12064,G,3,9,5,6,2,7,6,8,7,6,6,8,2,7,6,11,1
12065,A,4,5,6,8,2,7,4,3,2,7,1,8,3,6,3,8,1
12066,J,2,3,3,4,1,14,2,6,5,13,2,10,0,8,0,8,1
12067,S,2,5,4,3,2,8,7,3,7,11,5,7,1,9,4,8,0
12068,T,5,6,5,4,2,6,10,2,9,11,9,4,1,10,3,4,0
12069,O,5,11,7,8,6,7,7,8,5,6,7,11,6,7,5,7,0
12070,A,2,4,4,3,2,11,2,2,2,9,2,9,2,6,2,8,1
12071,R,4,8,5,6,4,8,9,4,6,8,4,9,3,6,5,11,0
12072,G,6,9,7,7,8,8,6,4,2,6,6,10,7,7,7,13,1
12073,R,2,3,4,2,2,8,7,4,5,9,4,7,2,7,4,10,0
12074,B,2,5,4,4,3,7,7,3,5,10,6,6,2,8,5,8,1
12075,K,4,8,6,6,4,9,5,2,7,10,3,9,4,7,5,11,1
12076,J,4,7,6,5,2,5,9,3,6,15,7,9,1,6,1,7,1
12077,Y,3,7,5,5,2,8,10,2,6,4,11,9,2,12,2,7,0
12078,I,3,9,4,6,3,6,8,0,7,13,7,8,0,8,1,7,1
12079,W,9,12,8,6,4,1,8,4,2,11,12,9,7,10,0,7,0
12080,O,5,5,7,4,4,8,5,4,5,8,4,8,3,8,4,8,0
12081,I,7,8,9,9,8,7,8,4,5,7,7,7,4,7,10,10,1
12082,K,3,4,5,3,3,4,9,2,7,10,10,10,3,8,3,6,1
12083,D,2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,1
12084,X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,0
12085,D,5,7,7,6,6,6,7,5,7,7,6,9,4,5,6,5,1
12086,K,3,9,4,6,2,4,8,8,2,7,4,11,4,8,2,10,1
12087,G,6,8,8,7,9,7,9,6,2,7,7,8,7,11,7,7,1
12088,Q,5,7,6,9,6,10,11,6,3,3,8,12,3,10,7,10,0
12089,P,4,8,6,6,5,6,8,6,5,9,7,4,2,10,4,7,0
12090,A,8,15,6,8,4,8,3,3,2,7,4,11,5,5,4,7,1
12091,Q,3,5,3,6,3,8,8,5,2,8,8,10,3,8,5,8,0
12092,C,2,2,3,4,2,6,8,7,8,8,8,13,1,9,4,10,1
12093,I,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,1
12094,U,5,9,5,7,2,7,4,15,6,7,13,8,3,9,0,8,0
12095,O,4,9,5,6,4,8,7,8,5,9,5,8,3,8,3,8,0
12096,D,2,1,3,1,2,7,7,6,7,7,6,5,2,8,3,7,1
12097,N,7,11,6,6,3,9,11,5,4,4,6,10,6,10,2,6,0
12098,Y,2,3,4,5,1,8,10,2,3,6,12,8,1,11,0,8,0
12099,Z,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,0
12100,L,2,5,4,3,2,7,4,1,8,8,2,10,0,7,2,8,1
12101,V,4,9,7,6,3,6,12,3,4,8,12,8,3,10,1,8,0
12102,A,2,6,3,4,2,9,4,2,0,8,2,8,2,6,1,8,1
12103,N,6,10,9,8,4,8,8,3,5,10,4,6,6,9,1,6,0
12104,G,4,7,5,5,3,6,7,7,7,10,7,11,2,9,4,9,1
12105,A,2,1,4,1,1,8,4,2,0,7,2,8,2,6,2,8,1
12106,D,6,9,8,7,5,9,7,5,8,11,5,5,3,8,4,9,1
12107,U,5,9,7,8,6,7,7,4,4,6,5,8,8,7,2,8,0
12108,M,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,1
12109,J,2,6,3,4,1,13,2,8,4,13,4,13,1,6,0,8,1
12110,D,5,10,8,8,6,10,6,3,7,11,4,7,4,7,3,9,1
12111,X,2,4,4,2,2,7,7,1,8,10,6,8,2,8,3,7,0
12112,U,3,7,5,5,3,8,8,6,7,5,9,8,3,9,1,8,0
12113,X,5,11,6,6,4,6,9,2,6,10,10,8,4,14,4,6,0
12114,M,4,6,4,4,2,8,7,12,1,6,9,8,8,6,0,8,1
12115,L,3,6,4,4,2,6,4,3,7,6,2,8,1,6,2,7,1
12116,F,6,9,8,7,5,9,8,1,8,14,5,6,5,8,5,9,1
12117,G,4,11,5,8,3,7,6,9,8,6,6,11,2,8,5,11,1
12118,U,5,10,7,7,5,7,9,4,6,5,8,10,6,10,1,7,0
12119,C,8,15,6,8,5,5,10,4,5,9,7,8,3,9,9,9,1
12120,Q,3,6,5,6,4,8,8,6,4,5,8,9,3,8,5,9,0
12121,I,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,1
12122,F,2,8,3,5,1,1,11,4,6,11,11,9,0,8,2,6,1
12123,K,6,9,6,5,4,5,8,3,5,10,9,11,5,9,3,6,1
12124,D,4,8,6,6,4,7,9,7,7,11,6,4,4,8,5,9,1
12125,R,3,2,4,3,3,7,8,4,6,6,5,7,3,5,5,8,0
12126,O,7,10,5,5,3,5,7,6,4,10,7,9,5,10,5,7,0
12127,A,3,9,5,7,3,12,3,3,3,10,1,9,2,6,2,8,1
12128,U,5,10,7,8,6,8,7,7,6,7,7,9,6,8,4,7,0
12129,V,2,2,3,3,1,5,12,3,3,9,11,9,2,10,1,8,0
12130,B,1,1,2,1,1,7,7,7,5,6,6,7,1,8,7,9,1
12131,O,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8,0
12132,P,4,8,6,12,11,8,8,5,0,8,7,7,6,10,5,8,0
12133,Y,8,8,7,11,5,9,9,3,3,5,11,5,4,10,7,8,0
12134,C,4,9,4,5,3,6,8,4,3,9,9,10,3,9,8,9,1
12135,P,2,5,4,4,2,7,10,4,4,12,5,3,1,10,2,8,0
12136,T,5,10,7,7,8,6,8,4,6,7,6,9,5,8,5,6,0
12137,T,6,8,6,6,3,4,12,3,8,12,10,4,1,10,2,5,0
12138,M,7,9,9,6,8,6,7,2,4,9,8,9,8,6,2,8,1
12139,D,2,4,3,2,2,7,7,6,6,7,7,5,2,8,2,7,1
12140,C,3,7,4,5,1,6,8,7,10,5,7,13,1,7,4,9,1
12141,S,6,11,8,8,10,9,8,5,4,9,5,7,5,10,13,8,0
12142,N,6,11,8,8,5,7,8,2,5,10,6,7,5,8,1,7,0
12143,X,5,7,8,5,4,11,5,2,8,10,1,7,2,7,3,10,0
12144,U,4,4,5,3,2,4,8,5,7,11,10,9,3,9,2,6,0
12145,L,4,7,6,6,5,7,7,4,5,7,6,7,3,9,8,11,1
12146,A,1,0,2,0,0,8,4,2,0,7,2,8,2,7,1,8,1
12147,J,4,8,3,11,3,6,9,3,3,13,5,6,3,8,6,9,1
12148,J,5,10,6,8,4,9,4,6,5,15,5,12,1,6,1,6,1
12149,I,3,11,4,8,2,7,7,0,8,13,6,8,0,8,1,8,1
12150,Q,7,8,9,12,11,9,9,7,0,6,7,10,9,14,6,7,0
12151,N,8,15,10,8,5,6,8,2,4,13,8,9,6,8,0,7,0
12152,B,3,6,5,4,3,9,7,4,6,10,5,7,2,8,5,10,1
12153,M,2,3,4,2,2,7,6,3,4,9,7,8,6,5,1,8,1
12154,M,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,1
12155,L,5,11,6,8,6,6,6,6,5,6,5,8,5,7,4,10,1
12156,W,9,12,9,7,6,8,8,4,4,6,9,6,11,8,3,6,0
12157,Y,3,2,5,4,2,6,10,1,8,8,11,8,1,11,2,8,0
12158,C,1,3,2,2,1,6,8,7,7,8,7,13,1,9,4,10,1
12159,P,4,8,6,11,10,8,9,4,0,8,7,6,8,10,6,8,0
12160,X,3,6,5,4,3,7,7,4,9,6,6,6,3,8,6,7,0
12161,Y,4,10,6,7,4,4,8,2,7,10,13,10,2,11,2,6,0
12162,G,2,4,3,2,2,6,7,5,6,9,7,10,1,8,4,9,1
12163,W,4,4,6,3,3,9,11,3,2,5,9,7,7,11,1,8,0
12164,U,5,10,8,8,4,5,9,7,8,8,10,10,3,9,1,8,0
12165,V,8,11,8,8,4,4,12,2,4,8,11,7,6,10,1,7,0
12166,S,1,0,2,1,1,8,7,4,7,5,6,7,0,8,7,8,0
12167,H,4,5,8,4,4,5,8,3,6,10,8,8,3,8,3,6,1
12168,H,4,10,4,7,2,7,7,15,1,7,6,8,3,8,0,8,1
12169,Q,7,9,7,11,8,7,9,5,2,7,9,11,4,8,8,9,0
12170,K,10,14,9,8,4,8,7,3,7,9,5,7,6,9,4,7,1
12171,S,2,6,3,4,2,8,7,7,6,8,7,9,2,9,9,8,0
12172,M,3,1,4,2,3,8,6,6,4,6,7,8,7,5,2,8,1
12173,R,9,10,7,6,4,7,8,5,5,9,4,9,7,5,6,11,0
12174,S,5,8,6,6,3,7,7,4,8,11,5,8,2,8,5,8,0
12175,Z,4,7,5,5,3,7,7,2,9,11,6,7,2,8,6,7,0
12176,T,3,8,4,6,4,6,11,3,6,8,11,8,2,12,1,7,0
12177,L,3,5,4,8,1,0,1,5,6,0,0,7,0,8,0,8,1
12178,C,2,4,3,3,1,4,9,5,6,11,9,11,1,9,2,8,1
12179,Y,3,5,5,4,2,6,10,1,8,8,12,8,1,11,2,7,0
12180,N,3,2,4,4,3,7,8,5,5,7,7,6,5,9,2,5,0
12181,T,7,9,6,5,2,7,8,3,8,13,6,7,2,8,5,5,0
12182,Y,6,8,6,6,4,3,9,2,6,10,11,7,2,11,2,5,0
12183,J,5,9,6,7,4,9,5,5,5,8,6,6,2,7,4,6,1
12184,U,5,10,6,8,5,6,9,5,7,6,9,9,3,9,1,8,0
12185,I,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,1
12186,S,4,8,5,6,6,8,5,4,4,8,6,10,4,8,8,10,0
12187,K,6,9,7,4,4,10,6,4,5,11,2,7,5,7,3,9,1
12188,F,2,2,3,3,2,5,10,4,5,11,9,5,1,10,3,6,1
12189,F,3,8,3,5,1,1,11,5,6,11,10,9,0,8,3,6,1
12190,F,4,5,6,5,5,7,9,4,4,8,7,6,4,9,8,8,1
12191,X,6,9,8,7,7,7,6,3,5,6,6,10,4,6,11,9,0
12192,F,3,6,4,4,4,7,8,4,6,8,8,6,5,9,3,7,1
12193,Y,2,7,4,5,2,10,10,3,1,6,12,8,2,11,0,8,0
12194,G,2,4,3,3,2,6,7,6,6,6,6,11,2,9,4,9,1
12195,L,3,6,4,6,4,8,6,5,4,7,7,8,3,8,7,10,1
12196,Q,6,7,9,6,6,8,4,4,5,7,3,8,3,6,5,7,0
12197,J,5,7,4,10,3,8,8,3,3,12,4,5,2,8,7,9,1
12198,L,6,11,7,8,7,6,6,9,5,6,6,8,3,7,5,12,1
12199,A,6,9,9,8,8,8,7,3,5,7,7,7,5,8,4,5,1
